Tweet,Date,♡,Image
"RT @name: Wie hoch mag die Analphabetenquote sein, wenn die Kinder Chinesisch als Muttersprache hätten? http://",Dec 14 2017,0,
RT @name: Wie reagieren die Politiker darauf? Sie erhöhen sich die Diäten und ihre Pensionsansprüche! http://,Dec 14 2017,0,
"RT @name: Wie war das im Bundestagswahlkampf @CDU ? In Deutschland geht es jedem ja so blendend... Zeit, Realitätsverweigerung zu beenden http://",Dec 14 2017,0,
RT @name: Wie war das nochmal mit der SPIEGEL-Affaire? Damals regierte auch CDU/CSU... http://,Dec 14 2017,0,
"RT @name: Wie wäre es denn mit einer Diätenkürzung um sagen wir 10% zu Gunsten Eurer Flüchtlinge?
Das wäre doch mal ein starkes Zeichen.",Dec 14 2017,0,
"RT @name: Wieder ein Hilferuf einer Schule an die Landesregierung, dieses Mal Saarbrücken 
http://",Dec 14 2017,0,
"RT @name: Wieder ersticht ein illegaler Merkel Gast einen arbeitenden Deutschen (21)   - und reist in die Türkei, aus der er ""geflohen"" ist. http:// #MerkelTote",Dec 14 2017,0,
"RT @name: Wieder linksextremer Angriff und Verwüstung des Wiener Stammtischlokals der @name - Bitte helft mit, dass der Wirt nicht auf dem Schaden ""sitzen bleibt"". Im Link kurze Stellungnahme von Peter, dem Wirt. Spendenkonto im Anhang. Danke! Bitte um RT. http://",Dec 14 2017,0,
RT @name: Wir fordern als @name von der nächsten Bundesregierung einen Aktionsplan gegen Antisemitismus! http:// @news #Antisemitismus,Dec 14 2017,0,
"RT @name: Wir haben den Faschismus von 1933 noch nicht einmal ganz verstanden und schon rufen Linke wieder dazu auf, Breitbart zu boykottieren, ein jüdisches Nachrichtenangebot. Sorry, das geht mir alles etwas zu schnell.",Dec 14 2017,0,
"RT @name: Wir haben in der EU 22Millionen Arbeitslose, jetzt sag mir einer einen einzigen Grund, warum wir Zuwanderer brauchen! Damit es 50 Millionen Arbeitslose werden! Wir sind jetzt schon zu viele Menschen, wir brauchen keinen einzigen Zuwanderer! http://",Dec 14 2017,0,
"RT @name: Wir leben in einem Land, dass von völlig Irren regiert wird. Die Welt lacht, staunt und weint zugleich, wie naiv sich die Deutschen an der Nase ziehen lassen. Wir werden völlig #ausgemerkelt http://",Dec 14 2017,0,
RT @name: Wir schaffen das nicht™.... http://,Dec 14 2017,0,
"RT @name: Wir sind die letzten, die noch etwas ändern können. 
Das müsst ihr Euch immer vor Augen halten:
Wir sind das letzte Aufgebot. 
Wenn wir es nicht schaffen, ist Europa Europa gewesen.",Dec 14 2017,0,
RT @name: Wir wollen nicht zu Fremden im eigenen Land werden. #Zuwanderung #Terror #multikultischadet http://,Dec 14 2017,0,
"RT @name: Wirklich ausgezeichnete, sachlich und ruhig vorgetragene Rede des Fraktionsvorsitzenden der #AfD, Alexander #Gauland, zu der falschen und rechtswidrigen ""offene-Grenzen-Politik"" von Angela #Merkel und der Bundesregierung aus #CDU und #SPD. @name @name #Grenzkontrollen http://",Dec 14 2017,0,
RT @name: Witzige Kenntnis über die ethische Zusammensetzung Der USA bei ihrer Gründung. http://,Dec 14 2017,0,
"RT @name: Wo der Rechtsstaat versagt, sollen es künftig bunte Armbändchein bringen. Dann kann ja nichts mehr schief gehen... http://",Dec 14 2017,0,
RT @name: Wo kann man die kaufen?😂😉 http://,Dec 14 2017,0,
"RT @name: Wohlwollende Medien haben uns immer wieder erklärt, dass linke Aktivisten ja nur Gewalttaten gegen Dinge verüben …
http://",Dec 14 2017,0,
"RT @name: Wollte schon sagen, dieses Multikulti kann doch an #Holland nicht Blutlos vorbei gegangen sein. 
http://",Dec 14 2017,0,
RT @name: Wunder-Amulett gegen Vergewaltigungen. Mit dem Einzug der Barbaren scheint auch die Zauberei wieder Einzug zu halten  ... http://,Dec 14 2017,0,
"RT @name: Während die #Linksgurken ihren Jungs Plastikwaffen verbieten, üben die Kinder unserer Feinde den scharfen Schuss - #DeutschlandSchafftSichAb Danke @Die_Gruenen http://",Dec 14 2017,0,
"RT @name: Wäre ich in Berlin, ich würde mit auf die Straße gehen. Gegen Zensur und Hexenjagd! #Linke, schämt euch! http://",Dec 14 2017,0,
RT @name: Zentrums für Politische Schönheit (ZPS) dem Wohnhaus der Familie Höcke nur noch auf einen halben Kilometer nähern,Dec 14 2017,0,
"RT @name: Zu gefährlich: Sozialarbeiter dürfen nicht mehr allein in Asylunterkünfte. Gründe sind „Zunahmen von verbalen Aggressionen, unangepasstem Sozialverhalten oder Drohungen“. Man muss sich mal vor Augen führen, was das eigentlich bedeutet. http://",Dec 14 2017,0,
RT @name: Zulassungsbehörden legen erste VW-Betrugsdiesel still         http://,Dec 14 2017,0,
"RT @name: Zur Erinnerung:
Auch heute noch lesenswert....... http://",Dec 14 2017,0,
"RT @name: Zur Präzisierung: Es handelt sich um 1x Mord, 8x versuchter Mord sowie 11x versuchter Totschlag. Aber »20 rechte Tötungsdelikte« klingt natürlich viel besser. http://",Dec 14 2017,0,
"RT @name: »Deutschland wird Deutschland bleiben, mit allem, was uns lieb und teuer ist.« http://",Dec 14 2017,0,
"RT @name: »Meine Frau hat der #LGBT-Community ganz ruhig erklärt, dass es nur zwei Geschlechter gibt, und dann haben sie sofort ihre politischen Gruppen aufgelöst.« #TwitternWiePosener",Dec 14 2017,0,
"RT @name: »Netanjahu hat in einer flammenden Rede blutige Vergeltung angekündigt und zu »Drei Tagen des Zorns« aufgerufen. Die Entscheidung, Jerusalem als Hauptstadt Palästinas anzuerkennen, löste weltweit gewalttätige Proteste unter Juden aus.«

Oh, Moment … http://",Dec 14 2017,0,
"RT @name: Überall beklagen sich Pädagogen über die Zustände an ihren Schulen! Sie berichten von Beleidigungen und haben Angst! Aber das hat natürlich NICHTS mit Migrations-Kindern zu tun oder doch? 
#AfD #Bundestag #Patriotismus",Dec 14 2017,0,
"RT @name: Überraschung! Wie war das noch gleich?
""Durch den unerwarteten Ausfall [...] kann der vom Bund verbürgte Kredit der KfW an Air Berlin möglicherweise nur zum Teil zurückgezahlt werden.""
#AfD #Niki #AirBerlin
http://",Dec 14 2017,0,
"RT @name: Überwachung von Kreditinstituten: Blackbox Bankenaufsicht - Bei der Überwachung von Kreditinstituten lässt sich die EZB kaum in die Karten schauen. Nun protestieren fünf Rechnungshöfe. Ihre Warnung: Die Zentralbank verhindere, dass die Bankkontrolleur... http://",Dec 14 2017,0,
"RT @name: „Alle Staatsgewalt geht von Parteifunktionären aus. Deren Willen wird von frei gewählten Abgeordneten ratifiziert.“ 
http://",Dec 14 2017,0,
RT @name: „Das ist uns sowas von scheißegal!“ Wenn Zwischenrufe aus der @name das wahre intellektuelle Niveau dieser Partei aufzeigen.,Dec 14 2017,0,
RT @name: „Die #SPD wird nach ihrer Rückkehr in die Regierungsverantwortung...“. Witz des Tages im Landtag SH #ltsh #mademyday #afd,Dec 14 2017,0,
RT @name: „Die haben ja psychische Probleme“ …sprach ein 2 Meter großer Mann im Kleid mit Glitzer-Make-Up… #maischberger,Dec 14 2017,0,
"RT @name: „Durch den unerwarteten Ausfall der Erlöse aus dem Niki-Verkauf kann der vom Bund verbürgte Kredit der KfW an Air Berlin möglicherweise nur zum Teil zurückgezahlt werden“, sagte Seibert. - Des Staates Phantasie zur Steuermittelverschwendung kennt keine Grenzen. http://",Dec 14 2017,0,
"RT @name: „Es gibt in Berlin keinen Polizisten, der nicht AfD gewählt hat“ http://
Ich glaube, es sind nur noch 80 % der Deutschen die diese bundesdeutsche Volkskammer wählen würden. 
Merkel muß weg.",Dec 14 2017,0,
RT @name: „Es gibt kein #Grundrecht auf #Sicherheit“… Die #grüne Dreistigkeit ist unüberbietbar! Wofür zahlen die #Bürger dann bitteschön #Steuern? Mehr dazu hier: http:// http://,Dec 14 2017,0,
"RT @name: „Es wäre ein Fehler davon auszugehen, dass Frieden die einzige Option ist und es keine andere Alternative gäbe“, meint Yusuf Qaradawi. Solange Leute wie er die führenden Stimmen im Nahostkonflikt sind, wird es keinen Frieden geben. http://",Dec 14 2017,0,
"RT @name: „Frauenbadetag“ im Vahrenwalder Bad: Gäste verstoßen gegen Hygieneregeln welche die da hauptsächlich wären, bekleidet ins Schwimmbecken zu steigen. Nanu. Wer würde sowas machen? http://",Dec 14 2017,0,
"RT @name: „Jetziges EU-Asylsystem funktioniert überhaupt nicht“, sagt die, die es kaputt gemacht hat. Erst hat sie 🇮🇹 über Jahre im Regen stehen lassen. Dann hat sie die Grenzen nicht geschlossen, verweigert das bis heute, spaltet lieber Europa mit Zwangsquoten. http://",Dec 14 2017,0,
"RT @name: „NOTOPFER BERLIN“: 450 EURO!!
Pfandflaschen für Rentner, Fresszulage für den Bundestag 
Leseempfehlung ‼️

http://",Dec 14 2017,0,
RT @name: „Tunesier stirbt bei LKW-Angriff auf Deutsche.“ Niemand würde so über #Breitscheidplatz berichten. Über #Israel schon. Warum? http://,Dec 14 2017,0,
"RT @name: „Unser Land wird sich ändern, und zwar drastisch. Und ich freue mich drauf!“ #Katrin Göring-Eckardt #die_Gruenen #Multikulti #Islam #Schwimmbad #Sicherheit Probleme beim Frauenbadetag – Frauenbadetag: Gäste verstoßen gegen Hygieneregeln http:// via @name",Dec 14 2017,0,
"RT @name: „Wir dachten, dass Deutschland Verantwortung übernehmen würde. Aber die deutschen Behörden haben nichts getan. Nicht ein  einziges Mal angerufen. Nicht ein einziges Mal nachgefragt, ob wir Hilfe  benötigen.“
http://",Dec 14 2017,0,
"RT @name: ► AfD - Stefan Keuter zur Diätenerhöhung: ""Schämen Sie sich nicht?"" http:// via @name",Dec 14 2017,0,
"RT @name: ⚡️ Merkel und Schulz: Eine Seefahrt, die ist lustig: (Von Thilo Sarrazin). Unter Angela Merkel hat die CDU programmatisch aufgehört zu existieren. Ihre Programmatik gleicht einer Qualle, die in der vorherrschenden Meeresströmung gestaltlos… http:// ORTNER http://",Dec 14 2017,0,
"RT @name: 🆘‼️ Ratspräsident Tusk erklärt #EU - #Flüchtlingsquote für tot.

#Merkel auch in Brüssel am Ende👊🏻👏🏻 

#zdf #heutejournal „#Fluechtlinge“ #syrer http://",Dec 14 2017,0,
"RT @name: 🇩🇪denk an DEINE KINDER!! ES REICHT ! Lehrer im Saarland schlagen Alarm
@name http://",Dec 14 2017,0,
"RT @name: 🇩🇪🙏🏻ganz gleich wieviel, Hauptsache es hilft weiter!Bevor manUNS(keiner)  nicht mehr helfen kann🤧 Jede Spende hilft!gebt d.#AfD dieChance-ich finde Sie haben es sich http:// wahrhaftig verdient. 🆘PATRIOTEN🇩🇪unsere Heimat jede Hilfe w.gebraucht👇🏻Danke🌹 http://",Dec 14 2017,0,
RT @name: 🌏 EZB lässt Leitzinsen unverändert http:// INVESTINGcom http://,Dec 14 2017,0,
"RT @name: 🌏 Mieterbund fordert Kampf gegen Bodenspekulation und Mietanstieg: BERLIN (dpa-AFX) - Für Mieter gibt es aus Sicht des Deutschen Mieterbundes seit einem Jahr keine politischen Fortschritte mehr. ""Dieser Stillstand muss überwunden werden"",… http://  ❚FINANZEN.at",Dec 14 2017,0,
"RT @name: 👁BITTE!? NEIN! Bin d.Meinung-RAUS alles u.Alle RAUS aus Unserem 🇩🇪! Grenzen ZU MERKEL +ihre Vasallen WEG!❗️GENUG ist GENUG es REICHT jetzt aber🇩🇪🆘 IS-Kämpfer schicken Kinder nach Europa: Islam-Experte rät Behörden zur Inobhutnahme
@name http://",Dec 14 2017,0,
"RT @name: 💅das placebo könnt ihr euch in den allerwertesten stecken🤗ohne pfefferspray und hund geh ich sowieso nicht mehr aus dem haus🤹🏿‍♂️Köln verteilt Armbändchen gegen sexuelle Gewalt
http://
via http://",Dec 14 2017,0,
RT @name: 🤔🤔🤔 Das hätte jeder intelligente 14-jährige Vorhersagen können 😂😂😂😂😂Deutschland trägt Hauptlast der Russland-Sanktionen http:// via @news,Dec 14 2017,0,
RT @name: 🤔🤔🤔 überlege es Dir nochmal 😂😂😂😂😂 http://,Dec 14 2017,0,
RT @name: 🤔🤔🤔 😂😂😂👎👎👎 F.A.Z. Exklusiv: Bericht der Finanzkommission sorgt für neue Diskussion über ARD und ZDF http:// via @name,Dec 14 2017,0,
"RT @name: 🥁Das ist Opposition!!!
Das is ne Partei mit Eier. http://",Dec 14 2017,0,
"RT @name: 🥁So solls sein. 
So haben sie es versprochen 
und sie haben es eingehalten 👍🥁 http://",Dec 14 2017,0,
"RT @name: 🥁🤔wenn ich so recht überlege,
bin ich als Rechter, links von den Linken,
was den Bürger betrifft.",Dec 14 2017,0,
"RT @news: ""Ich kann den Satz nicht mehr hören: 'Wir leben so weiter, wir lassen uns nicht einschüchtern.' Das können alle sagen, die keinen verloren haben."" (Sigrid und Hans-Georg Rheinsberg haben bei dem Anschlag am #Breitscheidplatz ihre Tochter Dorit verloren. red) http://",Dec 14 2017,0,
"RT @news: Antifaschist prügelt Mann wegen Hosenträgern in spanischen Nationalfarben tot
http://",Dec 14 2017,0,
RT @news: Die EU-Kommission bereitet ein Rechtsstaatsverfahren gegen Polen vor.  http://,Dec 14 2017,0,
"RT @news: Eine Gruppe mit ""#Scharia-Polizei""-Westen sorgte im September 2014 in Wuppertal für Aufregung. Handelte es sich dabei um eine verbotene Uniform? Der #BGH muss entscheiden. http://",Dec 14 2017,0,
RT @news: EU-Gipfel: Merkel kritisiert Tusks Flüchtlingspläne http:// #EUGipfel #Flüchtlingspolitik #Merkel #Tusk,Dec 14 2017,0,
RT @news: Geldpolitik: Die steigende Inflation macht Draghi unberechenbar http:// http://,Dec 14 2017,0,
RT @news: Im Planschbecken entsorgten einige Gäste Babywindeln. Die Toiletten würden als Papierkörbe mißbraucht.   http://,Dec 14 2017,0,
RT @news: In zwei Monaten feiert die AfD ihr fünfjähriges Bestehen. Ist sich die Partei ihres bemerkenswerten Erfolgs eigentlich bewußt? Man kann manchmal Zweifel daran haben. Ein Kommentar von JF-Chefredakteur Dieter Stein. http://,Dec 14 2017,0,
RT @news: Neue Studie zeigt: IS nutzte Waffen aus der EU http:// #Waffenexport #IS,Dec 14 2017,0,
RT @news: Niedersachen: Ermittlungen gegen AfD-Politiker Suhren eingestellt http:// #AFD,Dec 14 2017,0,
RT @news: Tusks Flüchtlingsthese stört Harmonie des EU-Gipfels http:// #Brüssel #EUGipfel,Dec 14 2017,0,
RT @news: Ukraine-Konflikt: EU verlängert Wirtschaftssanktionen gegen Russland http://,Dec 14 2017,0,
"RT @news: „Ja, Menschen können illegal sein“, sagt Gauland unter Buhrufen http://",Dec 14 2017,0,
RT @nicolabeerfdp: BEER: Die Freien Demokraten treten für eine Neudefinition des Auftrages des öffentlich-rechtlichen Rundfunks ein. Dabei soll dieser auch verschlankt werden. Dadurch soll er mittelfristig auf die Hälfte absinken können. @fdp @name @name http://,Dec 14 2017,0,
"RT @polizei: Am Dienstag nahmen wir in #Hanau einen 19-Jähriger nach einem Raub auf ein Autohaus fest. 
Jetzt sitzt er in U-Haft.

Nach ersten Ermittlungen ist er für 5 weitere Straftaten in #Hanau und #Berlin verantwortlich. Er räumte die Taten inzwischen ein.

➡ http:// http://",Dec 14 2017,0,
"RT @polizei: Dank der Ausstrahlung sind ca. 40 Hinweise bei uns eingegangen, die nun ausgewertet und überprüft werden! Danke dafür! 👍
Unsere #Pressemeldung diesbezüglich findet ihr hier: http:// http://",Dec 14 2017,0,
"RT @polizei: Ein verdächtiger Gegenstand an der Budapester Straße in #Charlottenburg wurde von unseren Kriminaltechnikern geröntgt - in ihm befand sich lediglich eine Weinflasche.
#alleswieimmer #ditisberlin
^tsm",Dec 14 2017,0,
"RT @polizei: Hier die offizielle Pressemeldung zu den gemeinsamen Durchsuchungen mit der StA Berlin. 
Wir sagen #Danke an rund 130 unserer Kolleg. von #LKA (Staatsschutz, Spezialeinheiten), #Kripo und der 31. #EHu für die gute Arbeit.
^tsm http://",Dec 14 2017,0,
RT @polizei: ⚠️#Fahndung ⚠️Die Kripo #Wiesbaden sucht nach der Vergewaltigung eines Mädchens mit einem #Phantombild nach  einem #Tatverdächtigen - Mehr Infos 👇👇👇 http://,Dec 14 2017,0,
"RT @SWagenknecht: Es mutet schon seltsam an, dass #CDU #CSU #SPD & #FDP, die weiter Lohndrückerei, Armutslöhne und Leiharbeit in Deutschland fördern, sich erneut die Diäten erhöht haben. Ich jedenfalls stimmte gestern gegen die von Großer Koalition plus FDP beantragte Diätensteigerung!",Dec 14 2017,0,
"Sas sind nur 2 von geschätzten hunderttausend gefährlichen Islamisten,die nicht nur unsere Gesellschaft ablehnen,SONDERN UNSER LAND AUCH VOLLSTÄNDIG VERNICHTEN WOLLEN UND EINEN ISLAMISCHEN DEUTSCHEN STAAT ERRICHTEN WOLLEN!! http://",Dec 14 2017,0,
"Schlag gegen die Islamistenszene in Berlin 
http://",Dec 14 2017,40,
Schlimme Zustände im #Saarland: #Angst vor aggressiven Schülern: #Lehrer schreiben #Brandbrief an #Landesregierung http://,Dec 14 2017,4,
Schlimme Zustände im Saarland: Angst vor #aggressiven „Schülern“: Lehrer schreiben Brandbrief an Landesregierung http://,Dec 14 2017,0,
"schon der irre blick vertreibt alle ""liebhaber""!😇😅🚑 http://",Dec 14 2017,0,
SCHON MAL DARAN GEDACHT ETWAS SCHÖNES ZU SCHENKEN? ZUM BEISPIEL EIN AMÜSANTES BUCH? AMAZON HATS UND LIEFERT NOCH : http://,Dec 14 2017,0,
Schulz hat eine Kriegserklärung an alle Patrioten abgegeben. Wir müssen diese Annehmen und ihn mit aller Kraft bekämpfen. Es wird ernst. http://,Dec 14 2017,13,
"SEID IHR DENN NICHT ZORNIG? FINDET IHR DASS ES SO WEITERGEHEN KANN???
http://",Dec 14 2017,0,
"Shhhhh!😶👈  Es gibt Situationen,da sollten gerade Sie einfach mal ganz leise sein! #IS http://",Dec 14 2017,8,
"Sicherheitskonzept: „Wer kölsche Lebensart missversteht, hat in #Köln nichts zu suchen“ http://",Dec 14 2017,2,
sie nicht? wie schön für Sie http://,Dec 14 2017,1,
SO KURZ VOR DEM FEST KRIEGT MAN BEI AMAZON IMMER NOCH RECHTZEITIG DIE SCHÖNEN GESCHENKE- ZUGREIFEN: http://,Dec 14 2017,0,
So sehen die Antifa Verbrecher aus.die werden dann auch noch von der Justiz milde behandelt....es ist egal welche politische Haltung jemand hat FÜR MORD KANN ES NUR EINE STRAFE GEBEN!!! LEBENSLANG ZUCHTHAUS!BASTA! http://,Dec 14 2017,0,
"So so,von Rechten! Sie wollen mich doch nicht allen Ernstes als rechts bezeichnen,nur weil ich es sofort widerlege dass eine anerzogene Haltung nicht mit einem Satz erledigt ist? Machen Sie sich nicht lächerlich! http://",Dec 14 2017,53,
"So? Woher willst Du Klappspaten das eigentlich wissen? Er ist kein Gutmensch,sondern einfach EIN GUTER MENSCH! Geh mir mit Deinem Dummgelaber nicht auf die Nerven. http://",Dec 14 2017,16,
"sollte in deutschland mal ein ""charlie hebdo"" geben, das diese verkommenen linken
schreiberlinge mal zur vernunft kommen! http://",Dec 14 2017,2,
"Sozialarbeiter dürfen nur noch unter POLIZEIschutz mit Wohlstandsflüchtlingen arbeiten!!!Aber das sind doch alles GOLDSTÜCKE ...ENDLICH AUFGEWACHT IHR SCHLAFTABLETTEN GUTMENSCHEN ...WIR HABEN TAUSENDE KRIMINELLE INS LAND GELASSEN, DIE UNS HEUTE TERRORISIEREN http://",Dec 14 2017,0,
STIMMT http://,Dec 14 2017,1,
"Stimmt, stempeln wir lieber die ab, die ohne Beweis behaupten, daß so ein Tun gelungen sei. 👍
#TwitternWiePosener  #DieVitrine http://",Dec 14 2017,12,
Syrische und irakische #Flüchtlinge - Befragung zu antisemitischen Vorurteilen unter #Migranten http://,Dec 14 2017,0,
"Tapfere #Antifaschisten prügeln Mann mit Eisenstange zu Tode, weil er Hosenträger mit den spanischen Nationalfarben trug. http://",Dec 14 2017,5,
"That is Germany! Die StA arbeitet sich an einer ehemaligen Prostituierten ab, derweil der Moslemmob nach Belieben Straftaten begehen kann 🤮",Dec 14 2017,0,
"Tja, die Männer aus dem Morgenland habe große Ansprüche wollen wohl gepflegt & genährt sein! Da muss man schon Opfer bringen..... http://",Dec 14 2017,2,
"Tja, liebe #Bundesregierung...nehmt Euch mal ein Beispiel an @name 
#Diaeten #diaetenerhoehung http://",Dec 14 2017,3,
TRÄGT FRAU REKER DENN AUCH SO EIN BÄNDCHEN ???😂😂😂👎 http://,Dec 14 2017,1,
"Typisch Sozi, die wollen nur die Kriminellen im Land haben - und nicht die Integrierten. http://",Dec 14 2017,0,
"Um bei dem Beispiel zu bleiben: Er hat jedem 👈 Menschen Hirn gegeben,was aber der Mensch daraus macht,darauf hat keiner Einfluss. Genau so ist es auch mit dem Leben. Der Mensch allein bestimmt es. Und schon ist Gott widerlegt. Ganz einfach. http://",Dec 14 2017,5,
"Und wer schützt die Bürger vor diesen ""Flüchtlingen"" ?
http://",Dec 14 2017,6,
Und wieder ein mildes Urteil für brutale Totschläger ...WAS MUSS PASSIEREN UM EINE JUSTIZ ZU EINER NULLTOLLERANZ POLITIK ZU BEWEGEN!!! http://,Dec 14 2017,0,
"Unter einer Regierung Merkel, egal in welcher Konstellation, ist nicht damit zu rechnen, dass dem Moslemmob Einhalt geboten wird. #OsmanenGermania",Dec 14 2017,0,
Verfassungspatriotismus ist der Soy Boy unter den staatsbürgerlichen Konzepten.,Dec 14 2017,12,
"Verschissene Windeln im Planschbecken, Toiletten als Mülleimer, Haare färben im Becken...
Bei Zurechtweisung drohen Muslimas ihre Brüder zu holen!
http://",Dec 14 2017,322,
Verstreut Merkels Asche in allen Himmelsrichtungen oder entsorgt sie in Gorleben. http://,Dec 14 2017,0,
"Viellleicht funktioniert der Multkulturalismus ja nach einer Weile, da ein bißchen mischen, dort ein wenig austauschen, hier ein wenig massakrieren... und wir landen in einer qua Konsumverhalten homogenisierten Welt, in der sich alle für schrecklich ""divers"" halten.",Dec 14 2017,23,
"Warum Böhmermann doch lieber gegen Deutsche hetzt.
http://",Dec 14 2017,10,
"Warum ist #Friedman so still,explodierte er doch für gewöhnlich,wenn jemand braune Schuhe trug🤔 #Israel #berlin",Dec 14 2017,1,
"WARUM WEHREN SICH DIE VERRÜCKTEN GRÜNEN UND LINKEN GEGEN GRENZKONTROLLEN UND ABWEISUNG ILLEGALER INVASOREN???
BEDENKT DOCH DAS MAL:
http://",Dec 14 2017,1,
"Was auch immer daran gut war und funtioniert hat, der Multikulturalismus macht nun auch dem rasant ein Ende.",Dec 14 2017,8,
"Was ist das für eine Frage? Die vom IS befreite Linda trägt immer noch Kopftuch,im Interview sieht jeder dass sie lügt,sie kann keinem offen in die Augen sehen. Sie ist WISSENTLICH und FREIWILLIG zum IS gegangen,soll sie da verurteilt werden. Ende! http://",Dec 14 2017,22,
Was ist denn Dir ins Gehirn gesaust? Ich poste einen Artikel über McCain und Du redest wirres Zeug? Trink nicht so viel. http://,Dec 14 2017,5,
"Was ist mit unseren Sozialarbeitern los? Flüchtlingsheime sind Horte des Friedens, der Dankbarkeit und des Respektes! http://",Dec 14 2017,183,
Was wäre dieses Land langweilig ohne die ständigen Islamisten Razzien. Heute macht die Polizei Hausbesuche bei Berliner Islamisten http://,Dec 14 2017,42,
"Was? Sophia Thomalla macht sexistische Werbung UND wettert gegen #MeToo-Diffamierer!
Das hat in der Wertegemeinschaft™ nichts verloren!
http://",Dec 14 2017,33,
Weil #Sozialarbeiter der Stadt immer öfter bedroht werden: Sozialarbeiter dürfen #Flüchtlinge nicht mehr alleine beraten http://,Dec 14 2017,2,
Weiter offene Grenze heißt Weiter Mord und Totschlag und TERROR durch islamo-faschistoide Verbrecher und angebliche Asylanten...gestern im ZDF zoom TAUSENDE TERRORISTEN PLANEN UND ORGANISIEREN ANSCHLÄGE UND DIE MORDE AM DEUTSCHEN VOLK UND SIND DABEI DEUTSCHLAND ZU ISLAMISIEREN!!! http://,Dec 14 2017,1,
"Wen nennen Sie hier rechte Flachzangen? Sie sollten Ihre Wortwahl überdenken,bevor Sie twittern. http://",Dec 14 2017,6,
"Wenn bei uns ein schon länger hier lebender im Winter aus seiner Bude fliegt kräht auch kein SPDler aus humanitären Gründen deswegen rum.🙄

Pauschaler Winter-Abschiebestopp für Flüchtlinge abgelehnt. http://",Dec 14 2017,6,
Wenn ich mal amok laufen werden würde täte... ne habe Counterstike auf dem PC. Dann weiß man was dafür verantwortlich ist. Nur mal so. 😂,Dec 14 2017,1,
"Wenn man die Kosten selbst tragen muss statt sie dem Steuerzahler aufzubürden will man plötzlich doch nicht mehr der edle Gutmensch sein.
http://",Dec 14 2017,14,
"Wenn Sozialarbeiter nur noch unter Begleitung in Flüchtlingsunterkünfte dürfen, weil es für sie zu gefährlich ist, dann ist es äußerst klug, die gefährlichen Leute raus auf die Straße unter das nichtsahnende Volk zu lassen, richtig ? http://",Dec 14 2017,172,
Wer die Gefahr nicht erkennt kann sie auch nicht bannen...da zählt der einzelne  Rufer IN der geistigen Wüste Deutschland auch nichts!wir werden auf den Strassen gegen den Islamischen FASCHISMUS kämpfen MÜSSEN!!! http://,Dec 14 2017,0,
Wer die Unterschiede in der Zivilisierubg und humanistischen Grundhaltung bei den WOHLSTANDSFLÜCHTLINGE negiert DER WIRD DEUTSCHLAND IN DAS VÖLLIGE CHAOS FÜHREN UND DAS STAATSVERSAGEN ZUM NORMALZUSTABD MACHEN!n.d.vollständige Durchsetzung der NULL TOLERANZ POLITIK kann uns retten http://,Dec 14 2017,0,
WER HAT DENN NUR DIESE KUH IN DAS AMT GEWÄHLT ??????👎 http://,Dec 14 2017,0,
"Wer ist sie,die andere Länder kritisiert die nur ihr Land vor Terror und Gewalt schützen wollen? Sie hat ohne Einwilligung der anderen die Migrantenschwemme herbeigeführt,soll sie sehen wie sie klar kommt! Jagt diese Frau endlich aus dem Land! Meine Güte 🙄 http://",Dec 14 2017,36,
"werden diese ""respekt""- armbänder an die migranten verteilt? nach jeder gelungenen vergewaltigung bekommt die frau so ein armbändchen wenns dem kerl gefallen hat!
""respekt"", du warst gut!🚔🇩🇪 http://",Dec 14 2017,3,
Wie geil ist das denn... Engel fliegen einsam http://,Dec 14 2017,2,
WIR HABEN ANDERE SORGEN- http://,Dec 14 2017,0,
Wir sind die Borg. Sie werden assimiliert werden. Ihre Kultur wird sich anpassen und uns dienen. Widerstand ist zwecklos!    http://,Dec 14 2017,2,
Witzige Kenntnis über die ethische Zusammensetzung Der USA bei ihrer Gründung. http://,Dec 14 2017,31,
"Wo steht das bei Aristoteles, ich will's @name unter die Nase twittern... :P http://",Dec 14 2017,3,
"WOLLTET IHR DAS GERANGEL ERREICHEN?????
http://",Dec 14 2017,0,
Worte Worte...KEINE TATEN ...WIR MÜSSEN UNSER LAND VOR TAUSENDEN TERRORISTEN RETTEN!!!! http://,Dec 14 2017,0,
"Wärend unsere Polit-Raffkes hier Dank #Diätenautomatik den Halsnicht voll genug bekommen können, sind unsere Nachbarn da schon weiter.
#Diätenerhöhung #Gier #Habsucht http://",Dec 14 2017,12,
Zu gefährlich? Aber für die Gesellschaft passt das schon! #Asyl #Migranten #Flüchtlinge #Rapefugees #Islam #Terror #AfD http://,Dec 14 2017,0,
"Zum zweiten, weil sich nur trockene Schleicher, Professorenhirne und ""demokratische"" Klassenstreber dafür begeistern können.",Dec 14 2017,5,
Zählt doch statt gegen die #AfD zu hetzen und Eure fetten Diäten zu erhöhen einfach mal alles auf was Eure letzte #GroKo für deutsche Bürger getan hat @name @name,Dec 14 2017,24,
"Überall beklagen sich Pädagogen über die Zustände an ihren Schulen! Sie berichten von Beleidigungen und haben Angst! Aber das hat natürlich NICHTS mit Migrations-Kindern zu tun oder doch? 
#AfD #Bundestag #Patriotismus",Dec 14 2017,18,
"🆘🆘❗️Gegen sie wird ermittelt: Bundestag hebt Immunität von zwei AfD-Abgeordneten auf
@name http://",Dec 14 2017,0,
